zipcode,classification_ontime
45817,On time
84045,Delayed
89084,Delayed
47807,Delayed
55376,Delayed
48070,On time
60119,On time
39211,Delayed
19464,Delayed
27948,Delayed
11103,Delayed
18069,Delayed
8853,Delayed
1923,Delayed
20850,Delayed
55362,On time
33559,On time
34996,On time
55079,On time
21221,Delayed
70373,Delayed
12504,On time
77053,On time
98359,On time
95969,On time
38655,Delayed
19611,On time
85757,Delayed
34216,On time
27605,Delayed
8732,Delayed
70506,Delayed
87121,Delayed
71225,On time
44890,On time
94062,Delayed
11721,On time
95838,Delayed
27104,Delayed
43204,Delayed
12010,Delayed
32456,Delayed
67101,On time
32277,On time
29926,Delayed
85018,Delayed
46184,On time
80221,Delayed
65201,Delayed
14080,On time
7734,On time
90007,Delayed
37215,Delayed
48108,Delayed
26508,Delayed
53560,On time
54757,On time
46324,Delayed
36856,On time
19153,On time
33884,Delayed
93722,Delayed
27040,On time
73008,On time
33870,Delayed
32095,Delayed
96021,On time
78212,Delayed
72205,Delayed
29505,On time
21771,Delayed
60490,On time
77009,Delayed
49507,On time
10307,On time
3848,Delayed
80808,On time
73102,On time
48125,On time
83642,Delayed
38668,On time
60455,On time
11421,Delayed
98055,Delayed
29642,Delayed
33884,Delayed
10924,Delayed
61282,On time
75844,On time
68133,Delayed
36869,On time
62033,On time
24202,On time
61342,On time
7760,Delayed
91780,Delayed
70754,On time
8701,Delayed
94559,Delayed
21774,Delayed
33916,On time
76691,On time
99354,Delayed
30337,Delayed
29691,On time
54313,Delayed
49004,Delayed
30269,Delayed
75069,Delayed
53218,Delayed
53901,Delayed
21158,Delayed
28462,On time
24572,On time
63127,Delayed
34695,Delayed
30349,Delayed
1742,Delayed
41144,On time
2122,Delayed
2025,On time
14891,Delayed
11106,Delayed
6106,On time
97035,Delayed
84058,Delayed
95626,On time
67951,Delayed
44303,On time
78009,On time
34475,On time
1085,Delayed
31601,On time
98685,Delayed
84098,Delayed
45106,On time
7073,On time
48604,Delayed
95236,On time
85361,On time
78108,Delayed
13041,On time
55316,Delayed
85552,Delayed
95252,Delayed
89032,Delayed
46714,On time
77619,On time
35570,On time
76367,On time
71322,Delayed
84040,On time
33034,On time
13440,Delayed
45236,Delayed
32084,Delayed
78751,On time
73080,On time
12992,On time
34972,On time
92114,Delayed
33852,On time
19081,On time
54020,On time
75126,Delayed
19960,On time
53597,Delayed
39114,On time
88345,Delayed
27576,On time
46567,On time
21054,On time
80120,Delayed
44102,Delayed
13108,On time
16648,Delayed
18840,On time
2180,Delayed
6339,Delayed
23059,Delayed
92571,Delayed
79407,On time
25071,On time
55413,Delayed
45653,Delayed
92804,Delayed
37642,On time
91364,Delayed
33812,On time
28227,Delayed
34476,On time
35976,On time
83686,Delayed
73089,Delayed
45895,On time
3071,On time
62298,Delayed
30236,Delayed
56374,Delayed
76549,Delayed
27317,Delayed
34613,On time
76302,On time
3844,On time
74014,Delayed
48125,On time
46036,On time
78236,On time
65018,On time
11742,Delayed
36606,Delayed
44144,Delayed
15701,On time
56373,On time
10607,On time
85029,Delayed
11356,Delayed
40370,Delayed
7834,Delayed
83263,Delayed
92064,Delayed
79906,Delayed
21801,Delayed
28518,On time
67213,On time
89061,On time
84106,Delayed
44050,On time
35650,Delayed
60526,On time
75701,Delayed
14004,On time
30052,Delayed
76308,Delayed
48723,Delayed
85715,Delayed
1560,On time
98664,Delayed
32784,On time
72631,On time
27317,On time
1069,On time
85051,Delayed
23103,On time
98208,Delayed
95386,On time
21904,On time
64150,On time
48025,Delayed
99362,Delayed
55388,Delayed
94019,Delayed
64701,Delayed
30064,Delayed
18080,On time
48457,Delayed
18508,On time
92833,Delayed
22824,On time
33436,Delayed
78418,Delayed
58102,Delayed
13021,Delayed
33137,Delayed
56304,On time
73127,Delayed
32055,Delayed
21619,Delayed
44054,On time
60419,On time
47130,Delayed
21817,On time
28560,On time
80640,On time
75752,On time
34104,Delayed
37379,Delayed
15940,On time
46204,Delayed
83616,Delayed
63102,Delayed
87122,Delayed
97106,On time
26105,On time
97071,Delayed
1068,On time
3743,Delayed
7028,On time
45308,On time
55972,Delayed
43611,On time
36870,On time
85033,Delayed
49006,Delayed
60459,Delayed
85297,Delayed
46774,Delayed
11104,Delayed
97009,Delayed
22405,Delayed
95973,Delayed
60605,Delayed
32561,On time
60174,Delayed
60051,On time
22101,Delayed
64052,Delayed
33966,On time
10805,On time
65672,On time
35581,On time
94560,Delayed
27292,Delayed
84084,Delayed
39157,On time
33125,Delayed
94116,Delayed
63304,Delayed
76262,Delayed
30533,Delayed
81526,On time
55115,Delayed
78573,On time
59711,On time
74429,On time
30078,Delayed
33774,Delayed
15120,Delayed
35160,Delayed
77047,Delayed
77336,On time
85012,Delayed
75134,On time
37403,On time
53140,On time
55073,On time
93552,Delayed
76634,On time
16841,On time
30092,Delayed
74820,Delayed
85086,Delayed
1420,Delayed
39194,Delayed
29541,On time
37916,On time
46404,On time
19032,On time
21208,Delayed
6401,Delayed
29435,On time
7087,Delayed
96067,Delayed
59901,Delayed
30213,Delayed
15217,Delayed
21046,On time
84044,Delayed
94595,Delayed
74115,On time
20735,Delayed
8884,Delayed
71635,On time
44024,Delayed
48079,On time
63090,Delayed
23605,On time
15122,On time
39206,Delayed
3884,On time
78204,On time
48825,Delayed
60051,On time
80863,On time
43204,Delayed
8361,Delayed
28127,On time
1247,On time
27524,On time
92653,Delayed
88310,Delayed
49424,Delayed
64098,On time
77503,On time
70053,On time
38501,Delayed
20874,Delayed
98365,On time
91741,Delayed
30504,On time
30474,On time
15102,On time
55604,On time
80011,Delayed
8828,On time
8330,Delayed
36467,Delayed
89178,Delayed
90404,Delayed
16125,On time
55407,Delayed
34488,On time
58763,On time
47371,On time
30605,Delayed
93630,On time
91406,Delayed
38506,Delayed
85048,Delayed
6710,On time
43046,On time
12180,Delayed
92843,Delayed
64112,Delayed
93924,On time
1510,Delayed
2878,Delayed
14004,On time
20755,Delayed
37357,On time
32531,On time
64137,On time
28213,Delayed
28730,On time
55124,Delayed
15129,On time
54703,Delayed
6810,Delayed
57252,Delayed
97402,Delayed
86442,On time
46106,Delayed
2903,Delayed
8611,On time
78628,Delayed
93534,Delayed
95621,Delayed
65785,On time
16735,On time
30329,Delayed
37323,On time
50315,Delayed
19342,Delayed
40272,Delayed
90240,Delayed
93430,On time
30088,Delayed
47712,Delayed
46241,Delayed
6092,On time
78957,Delayed
18011,On time
45432,On time
50013,On time
51555,On time
65793,Delayed
87401,Delayed
1056,Delayed
92354,On time
49442,Delayed
7083,Delayed
46615,On time
4074,On time
4005,Delayed
38237,On time
16511,On time
18914,Delayed
57754,On time
62450,Delayed
29576,Delayed
38105,On time
62702,Delayed
53208,On time
56377,Delayed
60139,Delayed
8805,On time
29118,On time
27703,Delayed
7461,Delayed
33527,On time
4468,Delayed
7014,Delayed
6883,On time
32506,Delayed
33762,On time
6029,Delayed
28401,Delayed
30257,On time
6890,Delayed
6231,On time
32780,Delayed
8542,On time
88101,Delayed
61275,On time
80020,Delayed
10468,Delayed
32128,Delayed
61084,On time
2199,Delayed
62052,Delayed
5677,Delayed
21661,Delayed
52601,Delayed
94404,Delayed
30415,On time
75090,Delayed
21777,On time
72756,Delayed
90638,Delayed
62294,On time
84029,Delayed
98024,On time
82941,On time
33953,On time
62275,On time
40047,Delayed
27401,On time
19103,Delayed
35406,Delayed
79935,On time
44024,Delayed
8759,Delayed
45052,On time
4348,On time
75706,On time
2370,On time
93105,On time
83687,Delayed
28312,Delayed
31636,On time
20716,On time
11756,Delayed
83686,Delayed
60013,On time
18343,On time
49031,Delayed
25545,Delayed
40508,On time
78739,Delayed
92082,On time
28479,On time
71639,On time
73139,On time
3031,Delayed
80122,Delayed
63050,On time
1824,Delayed
30168,On time
91403,Delayed
10990,Delayed
34285,On time
19350,On time
15902,On time
8221,On time
72173,On time
49301,Delayed
37917,Delayed
33513,On time
19609,Delayed
55356,On time
17752,Delayed
81623,Delayed
65648,On time
28714,On time
94531,Delayed
2476,Delayed
10007,Delayed
6117,Delayed
7023,Delayed
19933,On time
7006,Delayed
17062,Delayed
26101,On time
13208,Delayed
16686,On time
93010,Delayed
15857,On time
60490,Delayed
50023,Delayed
44077,Delayed
93654,Delayed
27576,On time
55011,On time
38703,On time
36106,On time
8741,On time
84106,Delayed
70669,Delayed
6825,Delayed
7712,Delayed
52040,Delayed
17821,On time
67663,On time
21638,Delayed
77484,On time
8062,Delayed
37217,Delayed
6095,Delayed
73717,On time
66208,Delayed
80016,Delayed
25314,Delayed
98506,Delayed
80814,Delayed
3070,Delayed
89012,On time
11553,On time
30553,On time
60073,Delayed
70458,Delayed
34242,Delayed
45439,On time
33317,Delayed
75211,Delayed
15317,Delayed
43137,On time
94939,On time
46567,Delayed
54727,Delayed
33194,On time
56301,Delayed
98926,Delayed
36066,On time
95815,Delayed
90806,Delayed
82401,Delayed
18612,On time
6779,On time
31548,On time
71201,Delayed
28054,Delayed
49546,Delayed
60154,Delayed
6905,Delayed
76310,Delayed
21030,On time
8825,Delayed
39705,On time
7825,Delayed
46208,Delayed
48128,Delayed
35057,Delayed
3868,On time
61462,On time
92651,Delayed
77062,Delayed
84043,Delayed
30102,Delayed
14469,On time
12953,On time
36079,On time
28203,Delayed
77039,On time
4210,Delayed
95959,Delayed
63670,On time
22043,Delayed
1876,Delayed
70584,Delayed
64034,Delayed
34668,Delayed
33549,Delayed
13045,Delayed
54017,Delayed
62439,Delayed
60559,Delayed
61241,On time
8008,On time
13069,Delayed
2891,On time
97138,Delayed
26525,On time
27606,Delayed
75440,Delayed
53211,Delayed
93004,Delayed
32433,On time
77486,On time
30809,Delayed
33803,On time
84321,Delayed
73044,Delayed
89032,Delayed
92021,Delayed
4079,On time
93012,Delayed
80808,On time
3255,On time
29063,Delayed
21237,Delayed
85140,Delayed
53214,Delayed
64134,Delayed
33935,On time
95448,Delayed
24078,Delayed
85737,Delayed
63670,Delayed
40047,Delayed
94945,Delayed
55355,On time
47714,Delayed
65686,On time
48304,Delayed
17555,On time
2554,Delayed
77414,Delayed
48198,Delayed
33713,Delayed
35080,Delayed
78373,On time
16701,On time
60607,Delayed
24551,Delayed
32244,Delayed
15044,Delayed
84005,Delayed
30047,Delayed
95603,Delayed
2493,Delayed
19701,Delayed
10162,On time
15666,On time
15216,Delayed
19096,On time
33548,On time
90038,Delayed
72756,Delayed
71901,Delayed
21613,On time
18337,Delayed
26726,Delayed
33135,Delayed
12524,Delayed
28570,Delayed
91784,Delayed
10701,Delayed
48617,On time
44017,On time
37185,Delayed
34785,On time
78416,On time
90248,Delayed
12051,On time
8344,On time
76554,On time
97477,Delayed
92108,Delayed
64055,Delayed
7501,On time
48162,Delayed
67228,Delayed
7750,On time
67209,On time
50659,Delayed
10451,Delayed
29161,Delayed
47220,On time
79118,Delayed
32277,Delayed
98862,On time
27889,On time
14103,On time
1773,Delayed
72401,Delayed
77514,On time
48124,Delayed
63021,Delayed
49829,Delayed
1301,Delayed
19142,Delayed
12729,On time
14261,On time
28787,On time
47353,On time
99203,Delayed
95211,On time
47429,Delayed
78657,On time
37921,Delayed
75662,On time
28202,Delayed
90010,Delayed
89403,On time
34221,Delayed
44646,Delayed
98102,Delayed
54923,On time
3031,Delayed
31793,On time
28425,On time
74701,Delayed
46545,Delayed
52753,On time
10977,Delayed
21210,Delayed
11370,Delayed
3766,Delayed
29073,Delayed
17013,Delayed
40447,On time
33570,Delayed
2536,Delayed
29407,Delayed
90604,Delayed
22902,Delayed
36322,On time
19142,On time
93274,Delayed
93610,On time
98371,Delayed
21403,Delayed
87105,Delayed
50665,On time
14424,Delayed
93041,On time
28547,On time
19406,Delayed
21773,On time
6256,On time
34974,On time
19081,Delayed
32444,Delayed
8755,Delayed
39443,On time
37763,Delayed
46123,Delayed
52101,On time
28391,On time
36301,Delayed
70062,On time
75215,On time
77302,Delayed
48422,On time
44410,On time
90012,Delayed
27244,Delayed
49858,On time
30184,On time
76210,Delayed
2189,Delayed
93035,Delayed
33907,Delayed
11249,Delayed
8081,Delayed
77316,Delayed
10970,Delayed
31021,Delayed
48374,Delayed
63132,Delayed
56401,On time
60107,Delayed
53183,On time
65065,On time
8203,Delayed
76111,On time
37080,On time
44128,Delayed
8550,Delayed
27006,Delayed
76011,Delayed
63070,Delayed
98072,Delayed
80549,On time
97368,On time
46168,Delayed
97007,Delayed
2568,Delayed
84128,Delayed
22405,Delayed
94124,Delayed
98057,Delayed
10703,Delayed
2816,Delayed
59011,On time
64048,On time
80621,Delayed
29655,On time
67213,On time
20616,On time
70774,Delayed
21663,On time
33762,On time
3285,On time
33040,Delayed
4260,Delayed
50322,Delayed
6410,Delayed
96088,On time
66067,On time
30309,Delayed
35094,On time
54022,Delayed
93312,Delayed
10469,Delayed
90402,Delayed
11755,On time
30303,Delayed
3276,On time
20877,Delayed
37923,Delayed
89031,Delayed
44113,Delayed
34452,On time
32086,Delayed
85298,Delayed
63043,On time
58504,Delayed
29161,On time
6611,Delayed
40242,Delayed
20678,On time
15226,Delayed
48864,Delayed
89511,Delayed
15061,On time
3903,On time
33317,Delayed
41097,On time
34743,Delayed
59860,On time
79830,Delayed
38866,On time
70359,On time
49009,Delayed
92801,Delayed
6232,On time
98229,Delayed
38060,On time
20706,On time
8512,On time
46304,On time
97527,Delayed
98550,On time
53172,Delayed
35022,Delayed
6103,Delayed
92029,Delayed
46805,On time
93230,Delayed
12953,Delayed
7722,Delayed
7853,Delayed
27704,Delayed
94104,Delayed
30184,Delayed
8610,Delayed
50131,Delayed
95824,Delayed
32348,On time
56143,On time
40330,Delayed
13084,On time
2333,On time
14624,Delayed
27837,Delayed
66102,On time
8205,Delayed
80751,On time
60559,Delayed
49329,Delayed
80230,Delayed
40108,Delayed
94112,Delayed
28405,Delayed
3301,Delayed
6901,Delayed
84009,Delayed
2906,Delayed
77904,Delayed
75007,Delayed
70807,Delayed
8215,On time
90503,Delayed
25313,Delayed
27536,On time
68117,On time
28213,Delayed
60527,Delayed
27513,Delayed
1005,On time
18066,On time
95961,Delayed
27215,Delayed
29135,On time
84405,Delayed
92107,Delayed
50022,On time
46259,On time
30126,Delayed
27332,Delayed
23434,Delayed
43232,Delayed
96161,Delayed
60458,On time
67460,Delayed
70769,Delayed
75243,Delayed
48042,Delayed
28023,Delayed
99114,On time
79935,On time
27410,Delayed
39531,On time
81225,On time
15090,On time
90067,Delayed
24540,On time
19142,Delayed
43082,Delayed
33068,On time
39090,Delayed
93001,Delayed
48381,On time
8330,Delayed
16801,Delayed
46268,Delayed
6790,Delayed
35824,Delayed
11798,On time
92861,On time
76051,Delayed
7933,Delayed
23222,On time
68147,Delayed
37357,On time
3269,On time
71654,On time
45331,Delayed
14619,On time
21769,Delayed
94102,Delayed
85708,On time
84047,Delayed
15714,On time
30135,Delayed
97304,Delayed
7430,Delayed
89104,On time
92591,Delayed
22101,Delayed
21042,Delayed
21226,On time
6907,Delayed
63383,On time
10466,Delayed
17579,Delayed
48234,On time
6777,On time
70116,Delayed
52324,On time
43016,Delayed
45356,On time
55414,Delayed
8226,Delayed
71646,On time
11212,Delayed
95815,Delayed
19144,Delayed
45371,Delayed
77445,Delayed
19060,On time
61801,Delayed
3256,On time
91011,Delayed
95650,Delayed
33042,Delayed
32703,Delayed
30115,Delayed
84081,Delayed
85022,Delayed
98253,On time
55303,Delayed
16509,Delayed
32455,On time
53562,Delayed
98686,Delayed
2888,Delayed
22642,On time
33956,On time
87505,Delayed
39702,Delayed
64850,On time
66053,On time
48413,On time
7045,Delayed
22060,Delayed
18944,Delayed
60120,Delayed
55101,On time
7974,Delayed
12302,Delayed
77479,Delayed
15626,On time
75473,Delayed
44094,Delayed
93101,Delayed
30068,Delayed
54981,Delayed
7624,On time
85742,Delayed
75783,On time
76060,On time
28215,Delayed
80204,Delayed
37135,Delayed
92354,Delayed
93950,Delayed
28445,Delayed
30184,On time
59645,Delayed
90041,Delayed
97838,Delayed
35233,Delayed
53181,On time
22508,Delayed
50129,On time
71901,Delayed
80631,Delayed
30268,On time
91355,Delayed
88007,On time
98121,Delayed
68521,Delayed
64132,On time
48195,Delayed
17362,On time
19711,Delayed
71603,Delayed
64131,Delayed
19144,Delayed
95521,Delayed
50436,On time
30052,Delayed
21108,Delayed
80918,Delayed
28086,On time
40505,Delayed
32405,Delayed
62568,On time
48023,On time
92058,Delayed
14482,On time
8830,Delayed
85119,Delayed
97525,On time
76557,On time
70447,Delayed
84041,Delayed
78043,On time
63129,Delayed
36066,Delayed
77049,Delayed
70005,Delayed
42642,On time
44667,Delayed
97370,On time
12754,On time
63132,Delayed
78701,Delayed
60173,On time
60045,Delayed
21237,Delayed
75019,Delayed
15478,On time
85013,Delayed
84040,Delayed
46220,Delayed
1536,On time
62034,Delayed
45240,Delayed
18109,On time
18944,Delayed
33449,Delayed
46590,On time
34484,On time
74401,On time
30122,Delayed
24266,On time
70343,On time
39501,Delayed
40217,Delayed
92802,Delayed
87031,Delayed
27613,Delayed
37335,Delayed
95461,On time
68116,Delayed
80002,Delayed
11713,On time
54401,Delayed
15218,On time
21210,Delayed
80525,Delayed
28739,Delayed
20746,Delayed
78401,Delayed
20906,Delayed
11559,Delayed
38655,Delayed
15090,Delayed
1257,On time
76248,Delayed
92596,Delayed
30046,On time
81082,Delayed
66212,Delayed
32713,On time
48446,Delayed
85710,Delayed
29510,On time
55046,On time
85120,Delayed
6357,On time
75119,On time
3865,On time
55331,On time
6238,Delayed
48708,Delayed
50588,Delayed
28771,Delayed
11363,Delayed
28211,Delayed
15106,Delayed
1719,On time
90660,Delayed
22310,Delayed
60481,Delayed
48883,On time
38106,On time
63104,Delayed
76240,Delayed
30083,Delayed
24060,Delayed
24211,On time
65041,On time
16123,On time
48301,Delayed
27577,On time
79930,On time
92808,Delayed
13159,On time
94107,Delayed
45107,Delayed
29860,On time
29520,On time
7461,Delayed
92115,Delayed
13037,On time
35630,Delayed
33624,Delayed
95835,Delayed
70449,Delayed
18067,Delayed
60521,Delayed
35128,Delayed
21029,Delayed
99009,Delayed
73130,Delayed
61755,On time
77625,On time
95692,On time
39532,Delayed
37334,On time
92251,On time
39083,On time
83864,Delayed
55395,Delayed
95682,Delayed
80002,Delayed
53130,On time
81611,Delayed
77306,On time
2909,On time
34228,Delayed
28043,On time
42345,On time
93612,Delayed
1375,On time
32955,Delayed
19608,Delayed
75056,Delayed
90293,Delayed
2301,Delayed
8865,Delayed
33881,Delayed
40342,On time
79045,On time
30039,Delayed
48393,Delayed
